window_id	label	organism	split
ecoli_K12_MG1655_rbs_positive_UNSD_103	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_104	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_105	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_106	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_107	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_108	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_109	positive_UNSD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_110	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_111	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_112	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_113	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_114	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_115	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_116	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_117	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_118	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_119	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_120	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_121	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_122	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_123	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_124	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_125	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_126	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_127	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_128	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_129	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_130	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_131	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_132	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_133	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_134	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_135	positive_UNSD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_136	positive_UNSD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_137	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_138	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_139	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_140	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_141	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_142	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_143	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_144	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_145	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_146	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_147	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_148	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_149	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_150	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_151	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_152	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_153	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_154	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_155	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_156	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_157	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_158	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_159	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_160	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_161	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_162	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_163	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_164	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_165	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_166	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_167	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_168	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_169	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_170	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_171	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_172	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_173	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_174	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_175	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_176	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_177	positive_UNSD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_178	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_179	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_180	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_181	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_182	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_183	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_184	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_185	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_186	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_187	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_188	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_189	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_190	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_191	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_192	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_193	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_194	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_195	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_196	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_197	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_198	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_199	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_200	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_201	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_202	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_203	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_204	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_205	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_206	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_207	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_208	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_209	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_210	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_211	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_212	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_213	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_214	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_215	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_216	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_217	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_218	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_219	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_220	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_221	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_222	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_223	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_224	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_225	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_226	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_227	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_228	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_229	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_230	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_231	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_232	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_233	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_234	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_235	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_236	positive_UNSD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_237	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_238	positive_UNSD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_239	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_240	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_241	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_242	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_243	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_244	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_245	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_246	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_247	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_248	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_249	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_250	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_251	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_252	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_253	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_254	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_255	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_256	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_257	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_258	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_259	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_260	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_261	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_262	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_263	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_264	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_265	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_266	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_267	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_268	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_269	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_270	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_271	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_272	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_273	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_274	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_275	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_276	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_277	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_278	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_279	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_280	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_281	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_282	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_283	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_284	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_285	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_286	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_287	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_288	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_289	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_UNSD_290	positive_UNSD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_291	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_292	positive_SD	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rbs_positive_SD_293	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_294	positive_SD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_UNSD_295	positive_UNSD	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rbs_positive_SD_296	positive_SD	ecoli_K12_MG1655	train
