window_id	cluster_rep	organism	phylum	label
bsubtilis_168_rbs_positive_SD_1012	bsubtilis_168_rbs_positive_SD_1012	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1014	bsubtilis_168_rbs_positive_SD_1014	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1015	bsubtilis_168_rbs_positive_SD_1015	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1016	bsubtilis_168_rbs_positive_SD_1016	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1017	bsubtilis_168_rbs_positive_SD_1017	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1018	bsubtilis_168_rbs_positive_SD_1018	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_102	bsubtilis_168_rbs_positive_SD_102	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1020	bsubtilis_168_rbs_positive_SD_1020	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1021	bsubtilis_168_rbs_positive_SD_1021	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1022	bsubtilis_168_rbs_positive_SD_1022	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1023	bsubtilis_168_rbs_positive_SD_1023	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1024	bsubtilis_168_rbs_positive_SD_1024	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1025	bsubtilis_168_rbs_positive_SD_1025	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1026	bsubtilis_168_rbs_positive_SD_1026	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1027	bsubtilis_168_rbs_positive_SD_1027	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1028	bsubtilis_168_rbs_positive_SD_1028	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1029	bsubtilis_168_rbs_positive_SD_1029	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_103	bsubtilis_168_rbs_positive_SD_103	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1030	bsubtilis_168_rbs_positive_SD_1030	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1032	bsubtilis_168_rbs_positive_SD_1032	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1033	bsubtilis_168_rbs_positive_SD_1033	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1035	bsubtilis_168_rbs_positive_SD_1035	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1036	bsubtilis_168_rbs_positive_SD_1036	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1039	bsubtilis_168_rbs_positive_SD_1039	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_104	bsubtilis_168_rbs_positive_SD_104	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1040	bsubtilis_168_rbs_positive_SD_1040	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1042	bsubtilis_168_rbs_positive_SD_1042	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1043	bsubtilis_168_rbs_positive_SD_1043	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1044	bsubtilis_168_rbs_positive_SD_1044	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1045	bsubtilis_168_rbs_positive_SD_1045	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1046	bsubtilis_168_rbs_positive_SD_1046	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1048	bsubtilis_168_rbs_positive_SD_1048	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1049	bsubtilis_168_rbs_positive_SD_1049	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_105	bsubtilis_168_rbs_positive_SD_105	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1050	bsubtilis_168_rbs_positive_SD_1050	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1051	bsubtilis_168_rbs_positive_SD_1051	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1053	bsubtilis_168_rbs_positive_SD_1053	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1054	saureus_HG001_rbs_positive_SD_707	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1055	bsubtilis_168_rbs_positive_SD_1055	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1056	bsubtilis_168_rbs_positive_SD_1056	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1058	bsubtilis_168_rbs_positive_SD_1058	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1059	bsubtilis_168_rbs_positive_SD_1059	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_106	bsubtilis_168_rbs_positive_SD_106	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1060	bsubtilis_168_rbs_positive_SD_1060	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1061	bsubtilis_168_rbs_positive_SD_1061	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1062	bsubtilis_168_rbs_positive_SD_1062	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1063	bsubtilis_168_rbs_positive_SD_1063	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1065	bsubtilis_168_rbs_positive_SD_1065	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1066	bsubtilis_168_rbs_positive_SD_1066	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1067	bsubtilis_168_rbs_positive_SD_1067	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1068	bsubtilis_168_rbs_positive_SD_1068	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1069	bsubtilis_168_rbs_positive_SD_1069	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_107	bsubtilis_168_rbs_positive_SD_107	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1070	bsubtilis_168_rbs_positive_SD_1070	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1071	bsubtilis_168_rbs_positive_SD_1071	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1072	bsubtilis_168_rbs_positive_SD_1072	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1073	bsubtilis_168_rbs_positive_SD_1073	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1074	bsubtilis_168_rbs_positive_SD_1074	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1075	bsubtilis_168_rbs_positive_SD_1075	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1076	bsubtilis_168_rbs_positive_SD_1076	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1078	bsubtilis_168_rbs_positive_SD_1078	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1079	bsubtilis_168_rbs_positive_SD_1079	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_108	saureus_HG001_rbs_positive_SD_1738	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1081	bsubtilis_168_rbs_positive_SD_1081	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1082	bsubtilis_168_rbs_positive_SD_1082	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1083	bsubtilis_168_rbs_positive_SD_1083	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1086	bsubtilis_168_rbs_positive_SD_1086	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1087	bsubtilis_168_rbs_positive_SD_1087	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1088	bsubtilis_168_rbs_positive_SD_1088	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1089	bsubtilis_168_rbs_positive_SD_2416	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_109	saureus_HG001_rbs_positive_SD_1737	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1090	bsubtilis_168_rbs_positive_SD_1090	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1091	bsubtilis_168_rbs_positive_SD_1091	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1093	bsubtilis_168_rbs_positive_SD_1093	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1096	bsubtilis_168_rbs_positive_SD_1096	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1097	bsubtilis_168_rbs_positive_SD_1097	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1098	bsubtilis_168_rbs_positive_SD_1098	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1099	bsubtilis_168_rbs_positive_SD_1099	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_11	bsubtilis_168_rbs_positive_SD_11	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_110	bsubtilis_168_rbs_positive_SD_110	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1100	bsubtilis_168_rbs_positive_SD_1100	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1101	bsubtilis_168_rbs_positive_SD_1101	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1104	bsubtilis_168_rbs_positive_SD_1104	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1105	bsubtilis_168_rbs_positive_SD_1105	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1106	bsubtilis_168_rbs_positive_SD_1106	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1108	bsubtilis_168_rbs_positive_SD_1108	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1109	bsubtilis_168_rbs_positive_SD_1109	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_111	bsubtilis_168_rbs_positive_SD_111	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1110	bsubtilis_168_rbs_positive_SD_1110	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1111	bsubtilis_168_rbs_positive_SD_1111	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1112	bsubtilis_168_rbs_positive_SD_1112	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1113	bsubtilis_168_rbs_positive_SD_1113	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1114	bsubtilis_168_rbs_positive_SD_1114	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1115	bsubtilis_168_rbs_positive_SD_1115	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1116	bsubtilis_168_rbs_positive_SD_1116	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1117	bsubtilis_168_rbs_positive_SD_1117	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1119	bsubtilis_168_rbs_positive_SD_1119	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_112	bsubtilis_168_rbs_positive_SD_112	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1120	bsubtilis_168_rbs_positive_SD_4202	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1121	bsubtilis_168_rbs_positive_SD_1121	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1122	bsubtilis_168_rbs_positive_SD_1122	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1123	bsubtilis_168_rbs_positive_SD_1123	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1124	bsubtilis_168_rbs_positive_SD_1124	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1125	bsubtilis_168_rbs_positive_SD_1125	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1126	bsubtilis_168_rbs_positive_SD_1126	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1127	bsubtilis_168_rbs_positive_SD_1127	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1128	bsubtilis_168_rbs_positive_SD_1128	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1129	bsubtilis_168_rbs_positive_SD_1129	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_113	bsubtilis_168_rbs_positive_SD_113	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1130	bsubtilis_168_rbs_positive_SD_1130	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1131	bsubtilis_168_rbs_positive_SD_1131	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1132	bsubtilis_168_rbs_positive_SD_1132	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1133	saureus_HG001_rbs_positive_SD_823	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1134	bsubtilis_168_rbs_positive_SD_1134	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1135	bsubtilis_168_rbs_positive_SD_1135	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1136	bsubtilis_168_rbs_positive_SD_1136	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1138	bsubtilis_168_rbs_positive_SD_1138	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1139	bsubtilis_168_rbs_positive_SD_1139	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_114	bsubtilis_168_rbs_positive_SD_114	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1140	bsubtilis_168_rbs_positive_SD_1140	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1141	bsubtilis_168_rbs_positive_SD_1141	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1143	bsubtilis_168_rbs_positive_SD_1143	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1144	bsubtilis_168_rbs_positive_SD_1144	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1145	bsubtilis_168_rbs_positive_SD_1145	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1147	bsubtilis_168_rbs_positive_SD_1147	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1148	bsubtilis_168_rbs_positive_SD_1148	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1149	bsubtilis_168_rbs_positive_SD_1149	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_115	bsubtilis_168_rbs_positive_SD_115	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1150	bsubtilis_168_rbs_positive_SD_1150	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1151	bsubtilis_168_rbs_positive_SD_1151	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1152	bsubtilis_168_rbs_positive_SD_1152	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1153	bsubtilis_168_rbs_positive_SD_1153	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1154	bsubtilis_168_rbs_positive_SD_1154	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1155	bsubtilis_168_rbs_positive_SD_1155	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1156	bsubtilis_168_rbs_positive_SD_1156	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1157	bsubtilis_168_rbs_positive_SD_1157	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1158	bsubtilis_168_rbs_positive_SD_1158	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1159	bsubtilis_168_rbs_positive_SD_1159	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_116	bsubtilis_168_rbs_positive_SD_116	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1160	bsubtilis_168_rbs_positive_SD_1160	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1161	bsubtilis_168_rbs_positive_SD_1161	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1162	bsubtilis_168_rbs_positive_SD_1162	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1163	bsubtilis_168_rbs_positive_SD_1163	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1164	bsubtilis_168_rbs_positive_SD_1164	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1165	bsubtilis_168_rbs_positive_SD_1165	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1166	bsubtilis_168_rbs_positive_SD_1166	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1168	bsubtilis_168_rbs_positive_SD_1168	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1169	bsubtilis_168_rbs_positive_SD_1169	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1170	bsubtilis_168_rbs_positive_SD_1170	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1171	bsubtilis_168_rbs_positive_SD_1171	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1172	bsubtilis_168_rbs_positive_SD_1172	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1173	bsubtilis_168_rbs_positive_SD_1173	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1174	bsubtilis_168_rbs_positive_SD_1174	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1175	bsubtilis_168_rbs_positive_SD_1175	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1176	bsubtilis_168_rbs_positive_SD_1176	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1177	bsubtilis_168_rbs_positive_SD_1177	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1179	bsubtilis_168_rbs_positive_SD_1179	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_118	bsubtilis_168_rbs_positive_SD_118	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1180	bsubtilis_168_rbs_positive_SD_1180	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1181	bsubtilis_168_rbs_positive_SD_1181	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1182	bsubtilis_168_rbs_positive_SD_4203	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1184	bsubtilis_168_rbs_positive_SD_1184	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1185	bsubtilis_168_rbs_positive_SD_1185	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1186	bsubtilis_168_rbs_positive_SD_1186	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1187	bsubtilis_168_rbs_positive_SD_1187	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1188	bsubtilis_168_rbs_positive_SD_1188	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1189	bsubtilis_168_rbs_positive_SD_1189	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_119	saureus_HG001_rbs_positive_SD_1722	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1190	bsubtilis_168_rbs_positive_SD_1190	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1191	bsubtilis_168_rbs_positive_SD_1191	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1192	bsubtilis_168_rbs_positive_SD_1192	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1193	bsubtilis_168_rbs_positive_SD_1193	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1194	bsubtilis_168_rbs_positive_SD_1194	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1195	bsubtilis_168_rbs_positive_SD_1195	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1196	bsubtilis_168_rbs_positive_SD_1196	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1197	bsubtilis_168_rbs_positive_SD_1197	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_120	saureus_HG001_rbs_positive_SD_1721	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1200	bsubtilis_168_rbs_positive_SD_1200	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1201	bsubtilis_168_rbs_positive_SD_1201	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1203	bsubtilis_168_rbs_positive_SD_1203	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1204	bsubtilis_168_rbs_positive_SD_1204	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1205	bsubtilis_168_rbs_positive_SD_1205	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1206	bsubtilis_168_rbs_positive_SD_1206	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1209	bsubtilis_168_rbs_positive_SD_1209	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_121	bsubtilis_168_rbs_positive_SD_121	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1210	bsubtilis_168_rbs_positive_SD_1210	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1211	bsubtilis_168_rbs_positive_SD_1211	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1212	bsubtilis_168_rbs_positive_SD_1212	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1213	bsubtilis_168_rbs_positive_SD_1213	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1215	bsubtilis_168_rbs_positive_SD_1215	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1216	bsubtilis_168_rbs_positive_SD_1216	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1218	bsubtilis_168_rbs_positive_SD_1218	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1219	bsubtilis_168_rbs_positive_SD_1219	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_122	saureus_HG001_rbs_positive_SD_1719	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_1220	bsubtilis_168_rbs_positive_SD_1220	bsubtilis_168	Firmicutes	positive_SD
