window_id	label	organism	split
ecoli_K12_MG1655_prom_pos_31	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_32	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_33	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_34	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_35	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_36	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_37	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_38	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_39	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_40	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_41	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_42	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_43	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_44	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_45	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_46	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_47	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_48	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_49	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_50	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_51	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_52	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_53	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_54	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_55	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_56	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_57	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_58	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_59	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_60	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_61	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_62	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_63	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_64	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_65	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_66	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_67	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_68	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_69	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_70	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_71	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_72	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_73	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_74	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_75	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_76	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_77	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_78	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_79	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_80	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_81	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_82	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_83	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_84	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_85	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_86	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_87	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_88	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_89	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_90	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_91	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_92	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_93	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_94	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_95	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_96	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_97	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_98	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_99	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_100	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_101	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_102	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_103	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_104	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_105	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_106	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_107	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_108	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_109	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_110	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_111	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_112	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_113	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_114	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_115	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_116	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_117	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_118	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_119	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_120	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_121	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_122	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_123	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_124	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_125	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_126	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_127	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_128	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_129	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_130	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_131	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_132	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_133	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_134	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_135	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_136	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_137	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_138	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_139	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_140	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_141	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_142	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_143	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_144	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_145	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_146	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_147	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_148	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_149	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_150	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_151	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_152	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_153	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_154	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_155	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_156	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_157	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_158	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_159	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_160	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_161	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_162	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_163	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_164	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_165	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_166	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_167	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_168	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_169	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_170	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_171	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_172	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_173	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_174	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_175	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_176	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_177	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_178	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_179	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_180	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_181	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_182	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_183	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_184	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_185	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_186	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_187	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_188	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_189	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_190	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_191	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_192	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_193	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_194	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_195	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_196	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_197	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_198	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_199	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_200	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_201	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_202	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_203	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_204	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_205	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_206	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_207	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_208	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_209	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_210	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_211	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_212	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_213	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_214	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_215	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_216	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_217	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_218	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_219	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_220	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_221	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_222	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_223	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_224	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_225	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_226	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_227	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_228	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_229	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_230	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_231	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_232	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_233	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_234	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_235	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_236	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_237	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_238	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_239	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_240	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_241	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_242	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_243	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_244	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_245	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_246	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_247	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_248	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_249	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_250	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_251	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_252	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_253	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_254	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_255	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_256	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_257	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_258	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_259	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_260	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_261	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_262	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_263	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_264	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_265	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_266	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_267	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_268	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_269	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_270	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_271	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_272	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_273	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_274	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_275	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_276	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_277	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_278	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_279	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_280	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_281	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_282	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_283	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_284	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_285	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_286	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_287	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_288	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_289	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_290	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_291	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_292	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_293	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_294	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_295	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_296	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_297	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_298	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_299	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_300	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_301	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_302	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_303	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_304	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_305	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_306	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_307	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_308	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_309	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_310	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_311	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_312	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_313	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_314	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_315	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_316	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_317	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_318	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_319	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_320	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_321	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_322	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_323	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_324	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_325	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_326	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_327	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_328	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_329	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_330	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_331	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_332	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_333	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_334	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_335	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_336	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_337	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_338	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_339	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_340	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_341	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_342	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_343	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_344	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_345	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_346	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_347	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_348	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_349	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_350	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_351	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_352	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_353	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_354	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_355	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_356	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_357	positive	ecoli_K12_MG1655	val
