window_id	label	organism	split
ecoli_K12_MG1655_rho_positive_rho_t1_50	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_51	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_52	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_53	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_54	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_55	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_56	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_57	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_58	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_59	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_60	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_61	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_62	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_63	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_64	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_65	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_66	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_67	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_68	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_69	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_70	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_71	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_72	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_73	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_74	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_75	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_76	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_77	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_78	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_79	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_80	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_81	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_82	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_83	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_84	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_85	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_86	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_87	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_88	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_89	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_90	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_91	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_92	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_93	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_94	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_95	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_96	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_97	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_98	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_99	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_100	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_101	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_102	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_103	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_104	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_105	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_106	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_107	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_108	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_109	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_110	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_111	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_112	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_113	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_114	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_115	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_116	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_117	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_118	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_119	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_120	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_121	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_122	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_123	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_124	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_125	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_126	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_127	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_128	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_129	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_130	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_131	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_132	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_133	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_134	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_135	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_136	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_137	positive_rho_t1	ecoli_K12_MG1655	val
ecoli_K12_MG1655_rho_positive_rho_t1_138	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_139	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_140	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_141	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_142	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_143	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_144	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_145	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_146	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_147	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_148	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_149	positive_rho_t1	ecoli_K12_MG1655	train
ecoli_K12_MG1655_rho_positive_rho_t1_150	positive_rho_t1	ecoli_K12_MG1655	train
mtuberculosis_H37Rv_rho_positive_rho_t1_0	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_1	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_2	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_3	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_4	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_5	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_6	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_7	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_8	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_9	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_10	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_11	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_12	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_13	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_14	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_15	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_16	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_17	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_18	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_19	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_20	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_21	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_22	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_23	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_24	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_25	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_26	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_27	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_28	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_29	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_30	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_31	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_32	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_33	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_34	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_35	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_36	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_37	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_38	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_39	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_40	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_41	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_42	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_43	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_44	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_45	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_46	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_47	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_48	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_49	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_50	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_51	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_52	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_53	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_54	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_55	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_56	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_57	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_58	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_59	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_60	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_61	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_62	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_63	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_64	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_65	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_66	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_67	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_68	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_69	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_70	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_71	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_72	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_73	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_74	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_75	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_76	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_77	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_78	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_79	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_80	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_81	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_82	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_83	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_84	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_85	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_86	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_87	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_88	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_89	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_90	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_91	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_92	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_93	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_94	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_95	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_96	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_97	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_98	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_99	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_100	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_101	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_102	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_103	positive_rho_t1	mtuberculosis_H37Rv	val
mtuberculosis_H37Rv_rho_positive_rho_t1_104	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_105	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_106	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_107	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_108	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_109	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_110	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_111	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_112	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_113	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_114	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_115	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_116	positive_rho_t1	mtuberculosis_H37Rv	train
mtuberculosis_H37Rv_rho_positive_rho_t1_117	positive_rho_t1	mtuberculosis_H37Rv	train
